nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm4384917,James Weaver,\N,\N,"producer,miscellaneous,director","tt6977338,tt1245492,tt3521126,tt2004420"
nm4390103,Aria Prayogi,\N,\N,"sound_department,composer,music_department","tt6730970,tt2409300,tt2265171,tt1899353"
nm4392112,Satyanshu Singh,\N,\N,"writer,script_department,director","tt2972222,tt15314640,tt8472964,tt1639426"
nm4401003,Derek Kolstad,\N,\N,"writer,producer,director","tt2911666,tt6146586,tt7888964,tt4425200"
nm4414165,Rohit Sharma,\N,\N,"composer,music_department,soundtrack","tt10811166,tt10840884,tt14392248,tt8108268"
nm4417069,Yami Gautam,1988,\N,actress,"tt2317337,tt5460276,tt13028258,tt8291224"
nm4420495,Sonoya Mizuno,1986,\N,"actress,soundtrack","tt2798920,tt3783958,tt5580146,tt0470752"
nm4422686,Barry Keoghan,1992,\N,actor,"tt9243804,tt5013056,tt5715874,tt11813216"
nm4424713,Jojo Moyes,1969,\N,"writer,producer,talent_agent","tt5836706,tt10556296,tt1893273,tt2674426"
nm4429739,Haru Kuroki,1990,\N,actress,"tt2315226,tt2256496,tt2530392,tt2140203"
nm4438615,Chelsea Winstanley,1976,\N,"producer,director,writer","tt3416742,tt10465230,tt7093470,tt2584384"
nm4439580,Hasan Ozsut,\N,\N,"composer,music_department,soundtrack","tt13161356,tt5550228,tt3255826,tt10431500"
nm4442068,Jared Gilman,1998,\N,actor,"tt1748122,tt3438208,tt5247022,tt2570224"
nm4442319,Kara Hayward,1998,\N,actress,"tt5247022,tt1015471,tt4034228,tt1748122"
nm4446305,Nic Pizzolatto,1975,\N,"writer,producer,director","tt1637727,tt2404435,tt2356777,tt9421570"
nm4446467,Tye Sheridan,1996,\N,"actor,producer,writer","tt2382396,tt1935179,tt1677720,tt3385516"
nm4449370,Nikhil Vyas,\N,\N,"writer,producer,assistant_director","tt10045026,tt8479368,tt7151510,tt1821480"
nm4454223,Emilia Jones,2002,\N,"actress,soundtrack","tt10366460,tt3312830,tt0462335,tt1895315"
nm4456120,Elizabeth Debicki,1990,\N,"actress,producer","tt3896198,tt1343092,tt4218572,tt6723592"
nm4468296,Tom O'Connor,\N,\N,"writer,producer","tt1925431,tt1959563,tt8368512,tt8385148"
nm4478309,Asad Hussain,\N,\N,"writer,script_department,editor","tt27511275,tt3863552,tt5997928,tt10330110"
nm4478374,Chingon,\N,\N,"soundtrack,actor,composer","tt0985694,tt1911658,tt0310460,tt0462322"
nm4478735,Charlie Wachtel,\N,\N,"producer,writer,director","tt7349662,tt9168816"
nm4488268,Ajay Kumar,\N,\N,writer,"tt0401916,tt4849438,tt2631186,tt1869296"
nm4489323,Pouya Shahbazian,\N,\N,"producer,manager","tt3721936,tt1840309,tt2908446,tt3410834"
nm4516779,Ashley Fox,\N,\N,"producer,miscellaneous,executive","tt8368512,tt15679400,tt14114802,tt9620292"
nm4534098,Ed Skrein,1983,\N,"actor,director,writer","tt2938956,tt1431045,tt6924650,tt0437086"
nm4545959,Christopher Bear,\N,\N,"composer,soundtrack,music_department","tt1120985,tt6078096,tt13238346,tt8068900"
nm4546004,Daniel Rossen,\N,\N,"soundtrack,composer,music_department","tt1120985,tt0842926,tt1645170,tt1172233"
nm4547509,Shivgopal Krishna,\N,\N,"casting_director,writer,director","tt7838252,tt6027478,tt1985992,tt10579952"
nm4554159,Jeff VanderMeer,1968,\N,"writer,producer","tt2133232,tt8000720,tt6166048,tt2798920"
nm4556473,Sachin K. Ladia,\N,\N,writer,tt1954470
nm4556524,Akhilesh Jaiswal,1986,\N,"writer,director,actor","tt11368252,tt1954470,tt22310150,tt2882328"
nm4565815,Mena Massoud,1991,\N,"actor,producer,writer","tt13989030,tt14175640,tt21906206,tt6139732"
nm4568172,Lauren Beck,\N,\N,"producer,production_manager","tt4034228,tt9034308,tt7262384,tt1034415"
nm4599921,Kasi Vishal,\N,\N,"assistant_director,writer,director","tt5098128,tt2375559,tt7392212,tt27655671"
nm4603688,Thota Srinivas,\N,\N,"assistant_director,writer,script_department","tt9389998,tt7392212,tt2375559,tt5098128"
nm4608165,Antoine Olivier Pilon,1997,\N,"actor,director,writer","tt1466570,tt1656177,tt3612616,tt5834036"
nm4609822,Olivia DeJonge,1998,\N,actress,"tt3567288,tt5734140,tt1015471,tt4443658"
nm4614038,Dilip Jha,\N,\N,"writer,producer","tt1985299,tt3002496,tt13080428,tt4169250"
nm4614830,Satheesh Kurup,\N,\N,"cinematographer,camera_department,producer","tt15816392,tt17632818,tt5780034,tt12361178"
nm4624299,Paul Lieberman,\N,\N,"writer,producer","tt1321870,tt21806934"
nm4663387,Anita Date-Kelkar,1980,\N,actress,"tt2954770,tt8239946,tt24516518,tt11960634"
nm4683167,Daniel Zovatto,1991,\N,actor,"tt4160708,tt10361016,tt3235888,tt10574236"
nm4689420,Carrie Coon,1981,\N,"actress,producer,visual_effects","tt2267998,tt4154756,tt4513678,tt6294822"
nm4702983,Lourenço Sant'Anna,\N,\N,"producer,miscellaneous,executive","tt3774694,tt2935510,tt4263482,tt7984734"
nm4705966,Samantha Isler,1998,\N,"actress,soundtrack","tt2715776,tt3553976,tt4209788,tt0460681"
nm4714676,Luàna Bajrami,2001,\N,"actress,director,writer","tt7175992,tt12390218,tt8613070,tt11379572"
nm4717384,Ghibran,1980,\N,"composer,soundtrack,music_department","tt3421036,tt7060344,tt15163652,tt9319874"
nm4726634,Haley Lu Richardson,1995,\N,"actress,producer","tt6472976,tt13406094,tt5990474,tt10556022"
nm4731086,Mark D. Walker,\N,\N,writer,"tt1464335,tt1718249"
nm4731677,Ayushmann Khurrana,1984,\N,"actor,music_department,soundtrack","tt8108198,tt10324144,tt7725596,tt2317337"
nm4752699,Michel Merkt,1972,\N,"producer,miscellaneous","tt3716530,tt2762506,tt4048272,tt8267604"
nm4755508,Asher Angel,2002,\N,"actor,soundtrack","tt10151854,tt5195114,tt0448115"
nm4759838,Mone Kamishiraishi,1998,\N,actress,"tt9426210,tt2909724,tt5311514,tt2140203"
nm4778840,Philippe Pozzo di Borgo,1951,2022,writer,"tt1675434,tt6501498,tt0317001,tt0168275"
nm4784536,Neeraj Ghaywan,1980,\N,"director,writer,assistant_director","tt14091818,tt1954470,tt4635372,tt7695134"
nm4789922,Josh Malerman,\N,\N,"writer,producer,music_department","tt0785007,tt14400246,tt2737304,tt8762206"
nm4791912,Eli Bush,\N,\N,"producer,miscellaneous","tt2784678,tt5727208,tt7014006,tt4925292"
nm4793987,Issa Rae,1985,\N,"producer,actress,writer","tt5024912,tt2123765,tt8085790"
nm4794064,Anirudh Ravichander,1990,\N,"soundtrack,music_department,composer","tt10579952,tt6148156,tt3822396,tt3801314"
nm4802218,Oona Laurence,2002,\N,"actress,soundtrack","tt1798684,tt5592248,tt4651520,tt2788732"
nm4824763,Thea Sharrock,\N,\N,"director,writer,producer","tt3661394,tt2262456,tt5113010,tt2674426"
nm4830845,Lee Dong-ha,\N,\N,"producer,camera_department,editorial_department","tt8850222,tt5700672,tt3845670,tt2972362"
nm4835867,Honor Kneafsey,2004,\N,"actress,soundtrack","tt1869347,tt2245003,tt3127022,tt5198068"
nm4855517,Simu Liu,1989,\N,"actor,producer,writer","tt5912064,tt4474750,tt9376612,tt5052460"
nm4880670,Krysty Wilson-Cairns,1987,\N,writer,"tt9639470,tt2628232,tt4273800,tt8579674"
nm4881574,Chris Kyle,1974,2013,"writer,producer","tt2179136,tt1637574,tt2223794,tt1786203"
nm4907202,Ravi Raghavendra,1962,\N,actor,"tt0213969,tt4961326,tt9263550,tt14989778"
nm4914249,Arijit Biswas,\N,\N,"writer,director","tt1395025,tt3678782,tt8108198,tt11324204"
nm4921260,Dulquer Salmaan,1986,\N,"actor,producer,music_department","tt5082014,tt15654262,tt20850406,tt6613814"
nm4940865,Riko Sakaguchi,\N,\N,writer,"tt6336356,tt2576852,tt7637350,tt2354704"
nm4943022,Buchi Babu Sana,\N,\N,"writer,assistant_director,director","tt5098128,tt9633480,tt7392212,tt23865918"
nm4950667,Creighton Rothenberger,\N,\N,writer,"tt2333784,tt2302755,tt3300542,tt6189022"
nm4951717,Katrin Benedikt,\N,\N,writer,"tt3300542,tt2333784,tt2302755,tt6189022"
nm4963674,Ronnie Lahiri,\N,\N,producer,"tt10280296,tt2317337,tt3767372,tt5571734"
nm4972453,Olivia Cooke,1993,\N,"actress,producer,soundtrack","tt1677720,tt5649108,tt2582496,tt5363618"
nm4992675,Masanori Miyake,\N,\N,"producer,miscellaneous","tt8788458,tt1132202,tt21114720,tt11032374"
nm5005121,Julia Greer,\N,\N,"actress,writer,producer","tt15202374,tt9185066,tt14153080,tt7653254"
nm5009883,Matt Jackson,\N,\N,producer,"tt1070874,tt4209788,tt1855199,tt0882977"
nm5016878,Jacob Tremblay,2006,\N,"actor,soundtrack","tt4572792,tt3170832,tt2543472,tt3174376"
nm5030702,Saumya Joshi,1973,\N,"writer,music_department,soundtrack","tt10469118,tt6580564,tt2283748,tt16085542"
nm5037683,Andy Lanning,\N,\N,writer,"tt3896198,tt4176370,tt1626038,tt2015381"
nm5038871,Annika Wedderkopp,2004,\N,actress,"tt2106476,tt6041362"
nm5039026,Lasse Fogelstrøm,1996,\N,actor,"tt14722406,tt2106476,tt5062938,tt6044544"
nm5052065,Ansel Elgort,1994,\N,"actor,producer,soundtrack","tt2908446,tt3890160,tt1840309,tt2582846"
nm5052148,Buddy Patrick,1984,\N,producer,"tt4972582,tt2119532,tt1327773,tt7784604"
nm5057169,Thomasin McKenzie,2000,\N,actress,"tt3892172,tt2584384,tt10954652,tt9639470"
nm5058839,Gillian Flynn,1971,\N,"writer,producer,actress","tt2267998,tt8303474,tt2649356,tt4218572"
nm5085683,Mckenna Grace,2006,\N,"actress,miscellaneous,soundtrack","tt4481414,tt2404465,tt5834204,tt5580036"
nm5113220,Zeishan Quadri,1983,\N,"actor,producer,writer","tt10699086,tt1954470,tt4117066,tt8983164"
nm5137121,Natsuki Hanae,1991,\N,"actor,music_department,soundtrack","tt9335498,tt5086972,tt3544556,tt11032374"
nm5146515,David Rawle,\N,\N,actor,"tt2319283,tt10831086,tt1865505,tt4567954"
nm5147232,Kôichirô Itô,\N,\N,"producer,director,writer","tt16428256,tt9426210,tt2591814,tt5311514"
nm5148840,Tao Okamoto,1985,\N,actress,"tt1430132,tt2243973,tt0475784,tt2975590"
nm5150018,Sam Bromell,\N,\N,"writer,miscellaneous,producer","tt4592410,tt3704428,tt7570974,tt1343092"
nm5151578,Parveez Sheikh,\N,\N,writer,"tt3322420,tt3863552,tt14152140,tt13131232"
nm5155952,Brandon Perea,1995,\N,actor,"tt10954984,tt4635282,tt12584954"
nm5156455,Mike Witherill,\N,\N,"producer,executive","tt1440161,tt2232168,tt2911666,tt2265398"
nm5161275,David Rabinowitz,\N,\N,"writer,producer,actor","tt2815808,tt3686744,tt7349662,tt2268048"
nm5218990,Trevante Rhodes,1990,\N,"actor,producer","tt8521718,tt3829266,tt2737304,tt4975722"
nm5228887,Ben Hardy,1991,\N,actor,"tt1727824,tt3385516,tt3829920,tt8106534"
nm5231168,Noah Wiseman,\N,\N,actor,"tt2321549,tt5076940,tt3695774,tt1556078"
nm5232139,Yash,1986,\N,actor,"tt7838252,tt3015712,tt10698680,tt4306300"
nm5239650,Sinan Turan,\N,\N,"producer,miscellaneous","tt10420250,tt10431500,tt19850938,tt10332672"
nm5242011,Asha Sharath,1975,\N,actress,"tt3417422,tt4176604,tt8396232,tt12361178"
nm5244086,Patrik Andersson,\N,\N,"producer,writer","tt8772262,tt5698320,tt27789824,tt2787570"
nm5285131,Anurag Saikia,\N,\N,"composer,music_department,soundtrack","tt5791986,tt2082197,tt10324144,tt3863552"
nm5289834,Shalini Ushadevi,\N,\N,"writer,director","tt2411908,tt10189514"
nm5293055,Jeffrey Zaslow,1958,2012,writer,"tt0123338,tt3263904"
nm5333675,Todd R. Jones,\N,\N,"writer,miscellaneous,producer","tt9271672,tt1436562,tt0168337,tt0359517"
nm5335213,Tai-lee Chan,\N,\N,"writer,director,actor","tt2888046,tt1220719,tt7875604,tt2076298"
nm5347659,Geoffrey Wexler,\N,\N,"producer,miscellaneous,actor","tt1798188,tt2013293,tt0102587,tt3398268"
nm5358492,Kemp Powers,\N,\N,"writer,director,producer","tt5700106,tt10612922,tt2948372,tt9362722"
nm5377144,Awkwafina,1988,\N,"actress,writer,producer","tt5164214,tt5971474,tt3104988,tt8637428"
nm5377442,María Belón,\N,\N,writer,"tt6287794,tt7637208,tt1649419,tt0390699"
nm5383459,R.J. Palacio,\N,\N,"writer,producer","tt11068094,tt15806996,tt0911896,tt2543472"
nm5384213,Ted Chiang,1967,\N,writer,"tt8924018,tt3785196,tt2543164,tt20235336"
nm5397459,Daisy Ridley,1992,\N,"actress,producer,soundtrack","tt3402236,tt2488496,tt2527336,tt2527338"
nm5409486,Alexander Dinelaris,\N,\N,"producer,writer,director","tt2562232,tt1663202,tt8031204,tt7599018"
nm5410196,Tony Mendez,1940,2019,"writer,miscellaneous","tt1024648,tt3142234,tt5177082,tt5177262"
nm5421877,Julian Dennison,2002,\N,"actor,soundtrack","tt4698684,tt5463162,tt2551456,tt5034838"
nm5429637,Christina Hodson,\N,\N,"writer,producer,miscellaneous","tt0439572,tt2582500,tt7713068,tt4701182"
nm5429831,Rajiv Tandon,\N,\N,producer,"tt4940456,tt10055920,tt2356180,tt8207768"
nm5469670,Noia,\N,\N,"composer,music_department","tt1650048,tt3612616,tt3830558,tt5073620"
nm5470025,Basharat Peer,\N,\N,writer,"tt0400998,tt3390572"
nm5473782,Taron Egerton,1989,\N,"actor,producer,soundtrack","tt1083452,tt4649466,tt2802144,tt2066051"
nm5478123,Nate Moore,\N,\N,producer,"tt9032400,tt9114286,tt1843866,tt1825683"
nm5552644,Jan Kovác,\N,\N,"editor,editorial_department","tt3553442,tt11003218,tt2381941,tt6246322"
nm5584344,Yahya Abdul-Mateen II,1986,\N,"actor,producer","tt1477834,tt4592410"
nm5599654,Zak Olkewicz,1983,\N,"writer,producer","tt12593682,tt21442848,tt4786282,tt9701940"
nm5607349,Varun Sharma,1990,\N,actor,"tt2806788,tt10098288,tt4535650,tt9052870"
nm5611121,Millie Bobby Brown,2004,\N,"actress,producer,soundtrack","tt14641788,tt7846844,tt4574334,tt3741700"
nm5623883,Phillipa Soo,1990,\N,"actress,soundtrack,miscellaneous","tt7488208,tt8721424,tt8503618,tt3521164"
nm5637553,Laura Harrier,\N,\N,actress,"tt7349662,tt2250912,tt14181914,tt6436620"
nm5642271,Michael Waldron,\N,\N,"producer,writer,miscellaneous","tt9419884,tt9140554,tt6554240,tt2861424"
nm5643170,Stephan Talty,\N,\N,writer,"tt2566610,tt6487156,tt1535109,tt14589098"
nm5645519,Anthony Gonzalez,2004,\N,"actor,soundtrack","tt2380307,tt6341668,tt12693278,tt2402207"
nm5646046,M.S. Manimaran,\N,\N,"writer,director","tt5556110,tt9477520,tt2872256,tt3949610"
nm5681967,Florence Lee,1864,1933,"actress,writer","tt0015820,tt0016381,tt0021749,tt0013694"
nm5701899,Philomin Raj,\N,\N,"editor,camera_department,editorial_department","tt9179430,tt10579952,tt15097216,tt9900782"
nm5709125,Ritu Arya,\N,\N,actress,"tt1312171,tt10098620,tt7991608,tt8623904"
nm5716822,Sarath Balan,\N,\N,"writer,assistant_director","tt2606554,tt4557014,tt20850406,tt13990280"
nm5724719,Achyuth Kumar,1966,\N,actor,"tt6148156,tt2358592,tt15327088,tt7838252"
nm5733505,Anjali Nair,\N,\N,"writer,assistant_director","tt9150950,tt9263550,tt10840884,tt6613814"
nm5756214,Rakshit Shetty,1983,\N,"actor,producer,writer","tt3394420,tt7466810,tt6054758,tt7998242"
nm5800951,Japtej Singh,\N,\N,actor,"tt8212468,tt9054914,tt2356180,tt8908048"
nm5807498,Girish Gangadharan,\N,\N,"cinematographer,producer,production_designer","tt8721556,tt7548570,tt6167894,tt9179430"
nm5807648,Vinu Thomas,\N,\N,"composer,music_department,soundtrack","tt20766126,tt5458364,tt3417422,tt8426964"
nm5817249,Vicky Kaushal,1988,\N,"actor,assistant_director,music_department","tt8291224,tt7098658,tt10280296,tt6452574"
nm5820154,Ilya Naishuller,1983,\N,"director,producer,actor","tt3072482,tt7888964"
nm5831542,Barkhad Abdi,1985,\N,actor,"tt2057392,tt1535109,tt1856101,tt4846232"
nm5831543,Barkhad Abdirahman,1994,\N,actor,"tt15134118,tt6333422,tt1535109,tt5447852"
nm5888481,Neel Sethi,2003,\N,"actor,soundtrack","tt26219792,tt9327824,tt3040964,tt19407622"
nm5896355,Anya Taylor-Joy,1996,\N,"actress,soundtrack","tt10048342,tt4682266,tt4520364,tt4263482"
nm5897057,Jaeden Martell,2003,\N,actor,"tt2649554,tt1396484,tt2170593,tt8946378"
nm5923859,Ryohei Suzuki,\N,\N,"producer,miscellaneous","tt0094625,tt9458274,tt4319958,tt2322603"
nm5939164,Zazie Beetz,1991,\N,"actress,producer,soundtrack","tt7286456,tt10451852,tt4288182,tt5463162"
nm5954277,Ansiba,1992,\N,actress,"tt5598764,tt3627030,tt3417422,tt12361178"
nm5962047,Govind Vasantha,\N,\N,"composer,music_department,soundtrack","tt7019842,tt10121762,tt10518176,tt10189514"
nm5992157,Yûma Takahashi,\N,\N,"miscellaneous,producer","tt4054952,tt11032374,tt2051178,tt13851958"
nm6016511,Finn Wolfhard,2002,\N,"actor,soundtrack,director","tt4574334,tt1488589,tt4513678,tt1396484"
nm6035700,Olivia Milch,\N,\N,"producer,writer,director","tt23476308,tt14596212,tt3458510,tt5164214"
nm6037256,Aaron Hilmer,\N,\N,actor,"tt10384106,tt1016150,tt7776838,tt0280289"
nm6042133,Fabien Polack,\N,\N,"animation_department,director,visual_effects","tt1482459,tt2293640,tt6718170,tt1690953"
nm6056595,André Aciman,\N,\N,"writer,actor","tt2502838,tt7581524,tt5726616,tt7239070"
nm6073824,Prashanth Neel,1980,\N,"writer,director","tt7838252,tt3320542,tt10698680,tt13927994"
nm6073955,Florence Pugh,1996,\N,"actress,soundtrack,producer","tt5269594,tt1590193,tt3294200,tt4291600"
nm6079248,Choi Woo-sik,1990,\N,"actor,soundtrack","tt4120598,tt5700672,tt3967856,tt6751668"
nm6096118,Sophia Lillis,2002,\N,actress,"tt2906216,tt9086228,tt1396484,tt7349950"
nm6142895,Rishab Shetty,1988,\N,"actor,director,producer","tt6054758,tt8602654,tt15327088,tt26439764"
nm6150131,Andrew Lanham,\N,\N,writer,"tt4975920,tt9376612,tt4916630,tt2378507"
nm6179319,Anil Johnson,1973,\N,"composer,soundtrack,music_department","tt12361178,tt3417422,tt6109124,tt5436158"
nm6179320,Ayoob,\N,\N,"editor,actor,stunts","tt12481928,tt0361508,tt3417422"
nm6186324,Jane Hawking,1944,\N,writer,"tt2830416,tt2980516,tt0181261,tt15484842"
nm6189601,Esther Anil,2001,\N,actress,"tt12361178,tt1821373,tt3417422,tt9275006"
nm6215655,Tani Basu,\N,\N,"director,producer,writer","tt4853764,tt24225606,tt2082197,tt4129428"
nm6237221,Ravi Basrur,1983,\N,"composer,music_department,soundtrack","tt7838252,tt13491110,tt3320542,tt10698680"
nm6240141,Sophie Perry,\N,\N,actress,"tt10691888,tt2980516"
nm6244013,Jack Dylan Grazer,2003,\N,"actor,producer,soundtrack","tt0448115,tt12801262,tt1226837,tt1396484"
nm6313373,Artur Veeber,\N,\N,"producer,writer","tt2991224,tt5919910,tt3897322,tt10662238"
nm6313374,Tatjana Mülbeier,\N,\N,"producer,writer,director","tt10662238,tt2991224,tt3897322,tt21109842"
nm6314922,Ganeshaa,\N,\N,"writer,director","tt10189514,tt13206988,tt8011302,tt3557978"
nm6327493,Shaan Uttamsingh,\N,\N,producer,"tt0073707,tt26545633"
nm6327494,Sascha Sippy,\N,\N,producer,tt0073707
nm6328029,Piyush Gupta,\N,\N,"writer,miscellaneous,director","tt5074352,tt3531852,tt9052870,tt27816768"
nm6328030,Nikhil Mehrotra,\N,\N,"writer,director","tt9052870,tt10350626,tt3380264,tt5074352"
nm6328031,Shreyas Jain,\N,\N,"writer,music_department,soundtrack","tt5074352,tt3380264,tt6967980,tt3531852"
nm6328300,Winston Duke,1986,\N,"actor,producer","tt1825683,tt10451852,tt6857112,tt4154756"
nm6353027,Sean Roldan,\N,\N,"music_artist,composer,music_department","tt3569782,tt3681442,tt5310090,tt15097216"
nm6372520,Jyoti Kapur Das,\N,\N,"producer,writer,director","tt1821480,tt3322420,tt6289266,tt1954470"
nm6438644,The Haxan Cloak,\N,\N,"composer,soundtrack,music_department","tt1712261,tt2717822,tt13521006,tt8772262"
nm6442009,Kiara Advani,1992,\N,actress,"tt8983202,tt10062614,tt10295212,tt10350922"
nm6442107,Ram Kumar,1928,\N,"director,writer,actor","tt7060344,tt10133300,tt15768004,tt3681442"
nm6453091,Kathir,1991,\N,actor,"tt6148156,tt9894098,tt8176054,tt9260636"
nm6506884,Saroo Brierley,1981,\N,writer,"tt7806624,tt3741834,tt3175372,tt4346344"
nm6518675,Cole Konis,\N,\N,actor,tt2179136
nm6567391,Elijah Smith,\N,\N,actor,tt1065073
nm6578009,O'Shea Jackson Jr.,1991,\N,actor,"tt2139881,tt5962210,tt3741700,tt1398426"
nm6618222,Lindsey Weber,\N,\N,producer,"tt5315210,tt2660888,tt2548396,tt1179933"
nm6679051,Dan Friedkin,\N,\N,"producer,stunts,executive","tt7137380,tt7959026,tt7545524,tt5013056"
nm6703377,Bhuvan Gowda,\N,\N,cinematographer,"tt13927994,tt10698680,tt8811292,tt7838252"
nm6707680,Jonathan Herman,\N,\N,"writer,actor,producer","tt2066055,tt10383786,tt13479990,tt1398426"
nm6711056,Joo-Suk Park,\N,\N,writer,"tt25808194,tt5700672,tt2972362"
nm6748282,Aamil Keeyan Khan,1988,\N,"writer,actor,director","tt15501640,tt11460992,tt4010994,tt15302222"
nm6748436,Dafne Keen,2005,\N,actress,"tt12262202,tt4011172,tt5607976,tt3315342"
nm6819854,Justice Smith,1995,\N,"actor,soundtrack","tt3622592,tt2906216,tt5884052,tt4881806"
nm6842463,Ivan Atkinson,\N,\N,"producer,writer,miscellaneous","tt11083552,tt7985704,tt4873118,tt8367814"
nm6844518,Kimberly Steward,\N,\N,"producer,executive","tt3210388,tt4034228,tt1034415,tt0486531"
nm6875258,Rocci Boy Williams,\N,\N,"actor,stunts,visual_effects","tt7395992,tt6246322,tt11083552,tt6189022"
nm6946394,Mahendran Jayaraju,\N,\N,cinematographer,"tt9769668,tt26904032,tt7019842,tt9691336"
nm6954008,Ryo Narita,1993,\N,actor,"tt5311514,tt11147106,tt9426210,tt9770716"
nm6981978,Akari Kitô,1994,\N,"actress,music_department,soundtrack","tt11032374,tt12311976,tt15533674,tt10777610"
nm6984200,Scott McEwen,\N,\N,"writer,miscellaneous",tt2179136
nm6998719,George Maryan,1963,\N,actor,"tt26904032,tt7822438,tt9260636,tt9900782"
nm7021807,Mrunal Thakur,1992,\N,actress,tt3823392
nm7084461,Pranay Pachauri,\N,\N,actor,"tt10295212,tt22373148,tt19868542,tt19355272"
nm7120982,G. Dilli Babu,\N,\N,producer,"tt9894098,tt7010156,tt7060344,tt7179714"
nm7121261,S. Nanthagopal,\N,\N,"producer,actor","tt6385842,tt7019842,tt4446258,tt27055421"
nm7188712,Rathna Kumar,1984,\N,"writer,director,actor","tt16154716,tt9179430,tt10579952,tt7531040"
